Date,Close/Last,Volume,Open,High,Low
09/27/2024,$107.33,50075190,$105.97,$109.43,$105.73
09/26/2024,$105.07,67261620,$102.69,$105.97,$101.76
09/25/2024,$95.46,18816620,$94.38,$96.18,$94.06
09/24/2024,$97.19,47423160,$96.07,$97.50,$94.40
09/23/2024,$90.09,19744060,$89.47,$91.15,$89.32
09/20/2024,$88.29,12277040,$89.22,$89.52,$88.05
09/19/2024,$88.49,18618350,$87.625,$88.565,$86.95
09/18/2024,$84.42,7858842,$84.85,$85.00,$84.04
09/17/2024,$84.70,10113890,$84.82,$85.77,$84.63
09/16/2024,$83.60,11298240,$84.035,$84.38,$83.26
09/13/2024,$84.69,8985457,$84.39,$84.89,$83.82
09/12/2024,$85.49,10781340,$85.03,$85.6801,$84.86
09/11/2024,$84.81,11551730,$83.575,$84.84,$83.50
09/10/2024,$83.80,15327770,$83.80,$84.30,$82.715
09/09/2024,$81.44,10434430,$80.93,$81.625,$80.3199
09/06/2024,$81.18,11712670,$82.12,$82.62,$81.17
09/05/2024,$82.43,8461044,$82.105,$83.01,$82.00
09/04/2024,$82.47,11114070,$82.87,$83.40,$82.30
09/03/2024,$82.27,11638190,$81.78,$83.02,$81.70
08/30/2024,$83.34,20027300,$84.72,$84.75,$82.58
08/29/2024,$81.02,14154160,$81.24,$81.465,$80.46
08/28/2024,$79.62,14024410,$81.125,$81.2799,$79.205
08/27/2024,$81.45,9026068,$82.27,$82.65,$81.27
08/26/2024,$81.76,29321680,$81.89,$82.305,$80.3703
08/23/2024,$85.41,17318000,$84.90,$85.79,$84.36
08/22/2024,$82.96,9728952,$83.50,$83.79,$81.83
08/21/2024,$83.53,14689960,$81.85,$83.80,$81.71
08/20/2024,$81.04,17880060,$82.46,$82.60,$80.775
08/19/2024,$83.91,14750990,$83.98,$84.90,$83.49
08/16/2024,$83.18,25249170,$82.05,$84.16,$81.98
08/15/2024,$79.54,31619350,$77.90,$81.88,$77.74
08/14/2024,$79.47,18058090,$80.55,$80.98,$78.07
08/13/2024,$81.10,9365727,$80.965,$81.40,$80.68
08/12/2024,$80.91,12127710,$80.59,$81.50,$80.23
08/09/2024,$79.99,7755860,$79.97,$80.22,$79.195
08/08/2024,$80.31,14004330,$78.85,$80.31,$78.75
08/07/2024,$77.83,9693911,$78.92,$78.94,$77.46
08/06/2024,$77.90,12128910,$76.51,$78.85,$76.51
08/05/2024,$76.98,16143260,$74.03,$77.255,$73.87
08/02/2024,$77.45,10808670,$76.79,$77.47,$75.765
08/01/2024,$77.98,8559620,$78.77,$79.36,$77.84
07/31/2024,$78.85,12178630,$79.33,$80.015,$78.34
07/30/2024,$78.00,8431939,$78.22,$78.79,$77.70
07/29/2024,$78.62,17364100,$78.46,$79.40,$78.205
07/26/2024,$76.53,10884540,$75.26,$76.77,$74.55
07/25/2024,$75.40,8172638,$75.37,$76.215,$75.13
07/24/2024,$75.80,7924719,$76.15,$77.06,$75.72
07/23/2024,$76.10,7997090,$75.675,$76.32,$75.44
07/22/2024,$76.64,9166842,$76.83,$77.19,$76.26
07/19/2024,$75.27,7557264,$75.66,$76.045,$75.18
07/18/2024,$76.54,11108630,$77.36,$78.32,$76.3649
07/17/2024,$77.04,10815550,$77.86,$77.95,$76.49
07/16/2024,$78.38,12304470,$77.29,$78.58,$76.98
07/15/2024,$78.01,12614930,$78.09,$78.60,$77.45
07/12/2024,$79.65,14857250,$80.30,$81.01,$79.425
07/11/2024,$78.52,18896930,$77.66,$78.83,$77.4224
07/10/2024,$76.01,12235170,$75.28,$76.655,$75.25
07/09/2024,$75.70,14516560,$74.01,$76.06,$73.97
07/08/2024,$73.50,10919430,$73.61,$73.71,$72.95
07/05/2024,$74.52,14928680,$74.67,$74.715,$73.61
07/03/2024,$75.57,11768520,$74.18,$75.805,$74.18
07/02/2024,$73.68,13419140,$72.32,$73.7767,$71.97
07/01/2024,$72.18,9034233,$72.51,$73.02,$72.02
06/28/2024,$72.00,10334970,$72.37,$72.555,$71.80
06/27/2024,$72.37,11865130,$73.46,$73.55,$72.35
06/26/2024,$74.17,7010071,$73.925,$74.35,$73.67
06/25/2024,$73.79,16986440,$74.50,$74.76,$73.6101
06/24/2024,$74.79,20134410,$74.12,$75.935,$74.12
06/21/2024,$73.67,10410820,$73.79,$74.6499,$73.67
06/20/2024,$74.35,9709377,$74.57,$75.2493,$74.03
06/18/2024,$74.46,10305290,$74.085,$75.10,$73.85
06/17/2024,$74.55,13466290,$74.025,$75.08,$73.83
06/14/2024,$73.35,18282710,$74.21,$74.29,$73.26
06/13/2024,$75.68,14026740,$76.50,$76.99,$75.49
06/12/2024,$78.04,12069550,$78.75,$78.79,$77.64
06/11/2024,$77.90,11108400,$79.00,$79.08,$77.67
06/10/2024,$79.30,9490137,$78.57,$79.74,$78.24
06/07/2024,$78.41,12190290,$78.95,$79.32,$78.135
06/06/2024,$80.01,11205280,$79.42,$80.055,$78.76
06/05/2024,$79.83,13716210,$78.98,$79.935,$78.86
06/04/2024,$78.45,10784380,$78.18,$78.857,$77.775
06/03/2024,$77.90,14244430,$79.00,$79.32,$77.22
05/31/2024,$78.34,20023890,$77.96,$78.4999,$77.17
05/30/2024,$79.63,13895740,$78.865,$80.20,$78.70
05/29/2024,$79.06,18448530,$78.76,$79.36,$78.23
05/28/2024,$80.58,15211750,$80.80,$81.72,$80.04
05/24/2024,$81.26,41456370,$80.50,$82.56,$79.73
05/23/2024,$80.80,23930260,$81.43,$82.94,$80.05
05/22/2024,$82.68,19717820,$84.61,$85.13,$82.68
05/21/2024,$86.13,16512390,$86.52,$87.17,$85.32
05/20/2024,$88.28,16737220,$87.47,$89.24,$86.95
05/17/2024,$88.54,35152880,$87.60,$90.46,$86.83
05/16/2024,$86.70,47259470,$81.96,$87.49,$81.646
05/15/2024,$80.99,17803260,$80.39,$81.13,$79.78
05/14/2024,$79.51,44687710,$79.65,$80.51,$77.72
05/13/2024,$84.60,32010690,$82.71,$85.00,$82.60
05/10/2024,$80.04,10819570,$80.08,$80.52,$79.77
05/09/2024,$79.46,9627274,$79.50,$79.92,$78.71
05/08/2024,$78.46,11327090,$77.92,$78.99,$77.81
05/07/2024,$79.37,14589100,$79.93,$79.93,$78.815
05/06/2024,$81.55,11826080,$81.755,$82.22,$80.50
05/03/2024,$81.33,19355810,$81.27,$81.37,$79.70
05/02/2024,$80.33,36663860,$77.59,$81.415,$77.16
05/01/2024,$75.51,10568660,$74.99,$76.25,$74.87
04/30/2024,$74.85,12855980,$75.89,$76.29,$74.48
04/29/2024,$76.41,13226200,$75.65,$76.53,$75.22
04/26/2024,$75.55,14216070,$76.185,$76.93,$75.06
04/25/2024,$75.11,11921910,$73.805,$75.20,$73.805
04/24/2024,$74.63,16375160,$73.74,$74.70,$73.50
04/23/2024,$72.51,15268170,$71.08,$72.80,$70.99
04/22/2024,$70.68,15015560,$69.695,$70.90,$69.12
04/19/2024,$69.07,13084100,$68.42,$69.15,$68.36
04/18/2024,$68.88,9491021,$69.09,$69.625,$68.80
04/17/2024,$68.82,12760590,$69.71,$70.01,$68.725
04/16/2024,$69.61,17478880,$70.02,$70.3074,$69.29
04/15/2024,$70.62,15903890,$71.73,$72.05,$70.17
04/12/2024,$71.29,18231430,$72.94,$72.98,$71.29
04/11/2024,$74.85,14986820,$75.215,$75.43,$74.37
04/10/2024,$74.59,20572160,$74.445,$75.17,$73.74
04/09/2024,$72.99,14075950,$72.37,$73.24,$72.31
04/08/2024,$71.71,10560050,$71.96,$72.39,$71.56
04/05/2024,$71.66,12260270,$71.68,$72.025,$71.41
04/04/2024,$71.95,11087060,$72.98,$73.23,$71.90
04/03/2024,$72.44,11777910,$72.42,$72.87,$72.11
04/02/2024,$72.88,17290350,$72.57,$73.14,$72.51
04/01/2024,$73.37,14311750,$73.24,$73.582,$72.81
03/28/2024,$72.36,14073410,$72.08,$72.59,$72.055
03/27/2024,$71.59,13281280,$70.89,$71.69,$70.5825
03/26/2024,$71.48,10881920,$71.84,$71.87,$71.09
03/25/2024,$71.46,12422140,$71.94,$72.49,$71.36
03/22/2024,$72.13,12771530,$72.48,$72.62,$72.04
03/21/2024,$73.83,11860660,$74.30,$74.74,$73.77
03/20/2024,$74.18,11123240,$73.55,$74.33,$73.30
03/19/2024,$73.42,8164247,$73.08,$73.735,$72.85
03/18/2024,$73.52,8542538,$73.42,$74.02,$73.33
03/15/2024,$73.42,10233670,$73.575,$74.13,$73.39
03/14/2024,$73.40,18923480,$75.235,$75.39,$73.23
03/13/2024,$76.39,15319790,$75.94,$77.45,$75.94
03/12/2024,$76.06,13314720,$75.87,$76.48,$75.215
03/11/2024,$74.86,13510360,$74.63,$76.06,$74.55
03/08/2024,$73.55,16430410,$72.81,$73.76,$72.76
03/07/2024,$72.54,12374680,$72.60,$72.7575,$71.76
03/06/2024,$73.71,19785290,$74.20,$74.72,$73.61
03/05/2024,$72.07,15804480,$71.25,$72.71,$71.04
03/04/2024,$72.00,19550070,$73.73,$73.73,$71.70
03/01/2024,$74.62,11980150,$74.48,$75.09,$74.37
02/29/2024,$74.03,12549170,$74.68,$75.04,$73.80
02/28/2024,$74.59,16905340,$76.02,$76.18,$74.45
02/27/2024,$77.68,14490200,$77.53,$78.05,$77.25
02/26/2024,$76.51,13973150,$75.62,$76.57,$75.34
02/23/2024,$75.96,12301720,$76.48,$76.935,$75.15
02/22/2024,$76.12,14836610,$75.10,$76.38,$75.00
02/21/2024,$75.58,23533800,$74.48,$76.39,$74.07
02/20/2024,$73.14,14353320,$73.46,$73.67,$72.18
02/16/2024,$73.91,16393340,$74.86,$75.37,$73.90
02/15/2024,$73.82,12078130,$73.22,$74.14,$73.0846
02/14/2024,$73.39,12817470,$72.31,$73.41,$72.23
02/13/2024,$71.60,13560580,$71.96,$73.03,$71.42
02/12/2024,$73.14,18151150,$72.31,$74.13,$72.31
02/09/2024,$72.02,18998380,$70.80,$72.085,$70.00
02/08/2024,$70.78,33070580,$71.885,$73.20,$70.65
02/07/2024,$73.64,53766280,$74.555,$76.17,$73.15
02/06/2024,$78.23,39361020,$77.045,$78.34,$75.73
02/05/2024,$74.63,27721030,$72.17,$75.15,$71.86
02/02/2024,$71.85,18824230,$72.13,$72.23,$71.05
02/01/2024,$72.46,14445830,$73.155,$73.47,$72.12
01/31/2024,$72.17,15743610,$71.495,$72.94,$71.495
01/30/2024,$72.32,17089650,$72.46,$73.065,$72.085
01/29/2024,$73.58,17537440,$74.67,$74.81,$72.83
01/26/2024,$74.01,19418230,$73.10,$74.72,$72.92
01/25/2024,$73.85,23268570,$75.19,$75.50,$73.56
01/24/2024,$75.20,36503320,$75.285,$75.62,$74.22
01/23/2024,$74.02,53017670,$72.755,$74.50,$72.55
01/22/2024,$68.63,27294180,$67.28,$68.7381,$66.63
01/19/2024,$69.42,34547700,$67.20,$69.905,$66.92
01/18/2024,$68.05,19306970,$68.60,$69.08,$68.00
01/17/2024,$68.93,22684440,$67.72,$69.00,$67.26
01/16/2024,$69.46,27606900,$70.13,$70.531,$69.30
01/12/2024,$71.84,16147290,$72.59,$73.43,$71.81
01/11/2024,$72.38,18095270,$72.545,$73.13,$71.53
01/10/2024,$71.41,19540000,$71.38,$71.775,$71.045
01/09/2024,$72.02,21451780,$71.25,$72.12,$70.96
01/08/2024,$72.88,21999990,$71.25,$73.06,$70.92
01/05/2024,$73.01,21725170,$74.00,$74.00,$72.86
01/04/2024,$74.66,18454890,$75.56,$75.725,$74.4403
01/03/2024,$76.59,24444640,$74.33,$76.69,$74.07
01/02/2024,$74.76,21739600,$76.05,$76.075,$74.51
12/29/2023,$77.51,14094640,$77.06,$77.635,$76.82
12/28/2023,$77.24,18937890,$77.23,$77.79,$76.98
12/27/2023,$76.11,14904480,$76.28,$76.45,$75.41
12/26/2023,$75.85,13121280,$76.16,$76.9687,$75.73
12/22/2023,$75.28,20004350,$74.50,$75.68,$74.44
12/21/2023,$76.26,20812090,$74.86,$76.29,$74.35
12/20/2023,$73.35,27540230,$74.58,$75.295,$73.33
12/19/2023,$75.39,20939300,$74.40,$76.01,$74.22
12/18/2023,$73.84,17233510,$74.05,$74.23,$73.21
12/15/2023,$74.51,31327520,$74.00,$75.545,$73.32
12/14/2023,$72.51,25199290,$71.47,$73.24,$71.42
12/13/2023,$71.46,21721640,$70.91,$71.48,$70.12
12/12/2023,$71.39,14725910,$71.38,$71.955,$70.93
12/11/2023,$71.37,19719320,$70.49,$71.61,$70.08
12/08/2023,$72.14,16914760,$72.02,$72.44,$71.83
12/07/2023,$72.33,18966690,$71.545,$72.37,$71.44
12/06/2023,$71.49,30394400,$72.36,$72.95,$71.49
12/05/2023,$72.38,19128980,$72.04,$72.70,$71.92
12/04/2023,$73.03,21074950,$72.67,$73.58,$72.48
12/01/2023,$73.99,27998600,$73.12,$74.14,$72.12
11/30/2023,$74.88,17884210,$74.70,$74.94,$74.01
11/29/2023,$74.67,30969100,$75.00,$75.456,$74.425
11/28/2023,$76.74,23682170,$76.56,$76.84,$75.26
11/27/2023,$77.53,18248170,$77.555,$79.25,$77.09
11/24/2023,$78.49,12251660,$78.27,$79.07,$78.21
11/22/2023,$78.96,18982120,$79.28,$79.71,$78.13
11/21/2023,$78.94,20525450,$77.85,$79.275,$77.60
11/20/2023,$78.46,31564890,$76.91,$78.745,$76.56
11/17/2023,$77.60,35580410,$77.02,$78.4658,$76.75
11/16/2023,$79.11,63008530,$79.52,$80.77,$78.2305
11/15/2023,$87.07,28991020,$86.96,$87.83,$85.89
11/14/2023,$83.87,20897620,$82.76,$84.535,$82.32
11/13/2023,$82.26,11236850,$82.75,$83.315,$82.08
11/10/2023,$82.75,9797571,$82.41,$82.87,$81.66
11/09/2023,$82.73,10885070,$84.58,$84.69,$82.475
11/08/2023,$84.80,8154582,$84.62,$85.73,$84.48
11/07/2023,$85.41,8829376,$84.86,$85.66,$84.11
11/06/2023,$85.36,9786396,$86.55,$86.72,$85.23
11/03/2023,$85.31,15148300,$84.94,$86.08,$84.50
11/02/2023,$83.41,10606320,$83.65,$83.98,$83.03
11/01/2023,$82.48,9549988,$81.705,$82.49,$81.21
10/31/2023,$82.54,12094310,$81.94,$82.54,$80.88
10/30/2023,$83.14,8980455,$83.63,$84.24,$83.0112
10/27/2023,$82.82,10795600,$83.87,$84.12,$82.48
10/26/2023,$82.51,13010370,$81.265,$83.09,$81.20
10/25/2023,$81.03,11390180,$81.30,$82.00,$80.78
10/24/2023,$82.87,17925850,$80.45,$83.32,$80.44
10/23/2023,$80.51,12715190,$79.42,$80.9262,$79.02
10/20/2023,$79.94,14636220,$80.23,$80.86,$79.783
10/19/2023,$81.61,12624120,$81.48,$82.395,$81.115
10/18/2023,$83.01,9321627,$82.96,$83.73,$82.76
10/17/2023,$83.91,8270035,$82.75,$84.36,$82.56
10/16/2023,$84.31,10075340,$83.70,$84.965,$82.63
10/13/2023,$84.02,10333070,$84.06,$85.49,$83.75
10/12/2023,$84.51,16158060,$87.58,$87.67,$84.20
10/11/2023,$87.78,11111520,$88.01,$88.7963,$87.145
10/10/2023,$87.17,13557780,$85.67,$87.74,$85.57
10/09/2023,$84.85,10880040,$83.91,$85.21,$83.57
10/06/2023,$86.06,13423650,$84.25,$86.515,$84.00
10/05/2023,$83.67,10334540,$83.52,$83.71,$82.45
10/04/2023,$84.08,8904691,$84.275,$84.54,$83.6501
10/03/2023,$84.54,11448820,$84.50,$85.00,$83.95
10/02/2023,$86.53,8209831,$86.75,$87.105,$85.89
09/29/2023,$86.74,9654824,$87.29,$87.95,$86.605
09/28/2023,$85.54,10093640,$84.89,$85.89,$84.305
09/27/2023,$86.19,7233891,$86.38,$86.55,$85.30
09/26/2023,$85.91,9666610,$86.46,$87.07,$85.70
09/25/2023,$87.22,9897193,$85.88,$87.27,$85.77
09/22/2023,$88.30,22469600,$87.365,$88.875,$87.11
09/21/2023,$84.11,10638860,$83.86,$84.775,$83.76
09/20/2023,$85.74,9228231,$86.97,$87.50,$85.65
09/19/2023,$87.11,9247017,$86.12,$87.88,$86.08
09/18/2023,$87.02,9291628,$86.15,$87.17,$85.395
09/15/2023,$87.07,10147650,$87.77,$88.22,$86.82
09/14/2023,$88.00,8643075,$88.55,$88.60,$87.44
09/13/2023,$87.64,10634900,$87.94,$88.29,$87.382
09/12/2023,$88.30,10262470,$88.19,$89.96,$88.18
09/11/2023,$88.71,15773510,$89.73,$90.35,$87.71
09/08/2023,$90.05,10343580,$89.60,$90.30,$88.73
09/07/2023,$89.97,18667210,$91.64,$91.76,$88.955
09/06/2023,$94.45,10123600,$94.15,$95.80,$94.13
09/05/2023,$94.65,10097590,$94.53,$95.3921,$94.07
09/01/2023,$95.01,17470360,$94.55,$96.68,$94.52
08/31/2023,$92.90,13332430,$92.98,$93.36,$92.16
08/30/2023,$93.65,13779900,$92.55,$94.25,$92.47
08/29/2023,$94.03,16927980,$93.45,$94.095,$92.34
08/28/2023,$92.24,14613750,$91.50,$92.77,$91.29
08/25/2023,$89.82,11382200,$89.25,$90.04,$88.27
08/24/2023,$89.11,10684540,$90.49,$90.92,$89.04
08/23/2023,$89.84,12185730,$88.37,$90.59,$88.31
08/22/2023,$88.08,11611580,$89.28,$89.49,$87.86
08/21/2023,$88.57,14167290,$87.60,$88.82,$87.22
08/18/2023,$88.03,20424820,$87.78,$88.36,$86.86
08/17/2023,$90.65,15732320,$91.94,$91.95,$90.26
08/16/2023,$89.12,23292420,$89.63,$90.50,$88.29
08/15/2023,$91.59,14756290,$93.00,$93.01,$90.7446
08/14/2023,$93.46,17580970,$94.24,$94.45,$92.53
08/11/2023,$95.72,25222750,$97.34,$97.65,$94.34
08/10/2023,$99.21,53193100,$98.31,$101.84,$97.12
08/09/2023,$94.85,18640070,$96.025,$96.30,$94.08
08/08/2023,$94.22,13504740,$93.51,$94.48,$92.9218
08/07/2023,$96.56,13893860,$97.78,$97.80,$95.03
08/04/2023,$96.90,13477300,$97.735,$98.49,$96.69
08/03/2023,$97.58,15462660,$96.71,$98.49,$96.58
08/02/2023,$95.07,19452330,$97.72,$97.74,$94.56
08/01/2023,$100.10,14418440,$99.87,$101.16,$99.30
07/31/2023,$102.16,17726470,$99.79,$102.50,$99.72
07/28/2023,$100.55,31956520,$98.07,$101.22,$97.96
07/27/2023,$95.44,18685520,$97.75,$97.99,$95.1612
07/26/2023,$97.14,15833420,$94.95,$97.545,$94.84
07/25/2023,$94.98,25827320,$98.17,$98.49,$94.61
07/24/2023,$96.35,33376080,$92.07,$97.4686,$91.30
07/21/2023,$92.17,13899060,$92.89,$93.23,$91.54
07/20/2023,$91.90,14752970,$91.69,$93.12,$91.35
07/19/2023,$92.09,17228060,$93.57,$94.71,$92.09
07/18/2023,$91.20,20249720,$91.54,$92.21,$90.15
07/17/2023,$93.41,17317290,$92.25,$93.55,$91.04
07/14/2023,$94.56,18897110,$95.22,$96.09,$94.24
07/13/2023,$96.61,24021400,$95.03,$97.005,$94.60
07/12/2023,$94.00,24161380,$94.11,$95.03,$92.55
07/11/2023,$91.79,20768840,$91.02,$92.32,$89.01
07/10/2023,$90.56,25401780,$90.05,$92.04,$89.60
07/07/2023,$90.55,46992150,$86.76,$91.57,$86.63
07/06/2023,$83.84,12943670,$83.12,$83.95,$82.64
07/05/2023,$84.30,11203850,$83.98,$84.69,$82.82
07/03/2023,$84.07,11514390,$84.87,$85.635,$84.00
06/30/2023,$83.35,12174290,$83.23,$84.23,$83.01
06/29/2023,$83.55,13362550,$83.39,$83.99,$83.00
06/28/2023,$84.59,14113820,$85.75,$85.75,$84.38
06/27/2023,$87.13,13994520,$86.82,$87.615,$86.715
06/26/2023,$85.47,10808690,$85.32,$86.71,$85.21
06/23/2023,$84.92,14907130,$85.81,$85.938,$84.37
06/22/2023,$86.89,10272700,$86.78,$87.315,$85.32
06/21/2023,$86.77,15159910,$87.38,$89.16,$86.62
06/20/2023,$87.93,23382870,$89.83,$90.20,$87.32
06/16/2023,$92.10,25087710,$94.00,$94.29,$91.52
06/15/2023,$92.20,26570480,$91.46,$92.77,$90.60
06/14/2023,$89.36,21519340,$87.97,$90.12,$87.71
06/13/2023,$87.51,16814140,$87.96,$89.22,$87.25
06/12/2023,$85.86,11575890,$86.01,$87.29,$85.63
06/09/2023,$85.50,12903410,$86.06,$86.8377,$85.065
06/08/2023,$86.14,11280950,$85.17,$86.95,$85.17
06/07/2023,$85.28,12886680,$85.72,$86.95,$85.09
06/06/2023,$86.70,18451960,$83.50,$87.06,$83.37
06/05/2023,$84.40,8204016,$83.99,$84.57,$83.24
06/02/2023,$84.27,17616090,$85.08,$86.03,$84.14
06/01/2023,$83.00,23217610,$79.35,$84.00,$79.35
05/31/2023,$79.55,16206280,$79.58,$79.665,$77.77
05/30/2023,$78.67,21209570,$80.12,$80.70,$78.17
05/26/2023,$80.97,16419960,$79.90,$81.5655,$78.40
05/25/2023,$78.78,21811560,$80.59,$80.71,$78.12
05/24/2023,$81.21,17045800,$82.165,$82.60,$80.88
05/23/2023,$82.88,19917790,$84.16,$84.975,$82.70
05/22/2023,$86.10,16951330,$85.67,$87.48,$85.65
05/19/2023,$83.98,21571830,$83.85,$85.20,$83.48
05/18/2023,$85.77,60258610,$90.81,$91.00,$85.00
05/17/2023,$90.68,27670690,$88.46,$91.43,$88.01
05/16/2023,$88.76,18177860,$87.11,$89.3699,$87.06
05/15/2023,$88.34,23691180,$87.13,$88.40,$85.8329
05/12/2023,$85.34,19042790,$86.71,$86.71,$84.76
05/11/2023,$87.89,28104160,$85.43,$88.48,$84.82
05/10/2023,$82.95,16868060,$82.14,$84.50,$81.77
05/09/2023,$82.22,13457350,$80.545,$82.66,$80.15
05/08/2023,$83.31,17392860,$83.63,$83.70,$82.34
05/05/2023,$83.22,17527620,$82.75,$83.38,$82.03
05/04/2023,$82.49,23773830,$82.39,$83.13,$81.80
05/03/2023,$81.48,17759400,$81.305,$82.00,$80.49
05/02/2023,$81.53,20689480,$83.15,$83.28,$80.6538
05/01/2023,$84.16,12909250,$84.15,$85.28,$83.7711
04/28/2023,$84.69,18109260,$84.18,$85.08,$83.87
04/27/2023,$84.47,24506830,$83.07,$84.64,$82.64
04/26/2023,$82.82,24983000,$85.04,$85.22,$82.76
04/25/2023,$82.92,36441350,$85.32,$85.70,$82.212
04/24/2023,$86.89,22757090,$88.40,$88.48,$86.04
04/21/2023,$89.13,23097340,$89.96,$90.19,$88.30
04/20/2023,$90.74,25533870,$93.35,$93.79,$90.05
04/19/2023,$93.49,18985230,$94.60,$94.82,$92.95
04/18/2023,$95.49,20672320,$99.02,$99.17,$95.1805
04/17/2023,$96.42,15714120,$96.74,$97.23,$95.49
04/14/2023,$94.55,14098700,$95.63,$96.12,$93.84
04/13/2023,$96.17,24231740,$95.875,$97.19,$95.095
04/12/2023,$93.84,35516000,$97.82,$98.89,$93.58
04/11/2023,$99.76,19017680,$102.46,$102.54,$99.20
04/10/2023,$101.54,16308330,$100.62,$102.83,$100.59
04/06/2023,$102.74,26849220,$98.53,$103.24,$98.27
04/05/2023,$98.55,20117750,$99.24,$100.45,$97.66
04/04/2023,$100.72,26868410,$98.94,$101.47,$97.26
04/03/2023,$98.39,26888140,$100.89,$101.75,$97.61
03/31/2023,$102.18,28382580,$102.86,$103.60,$101.132
03/30/2023,$103.38,57780700,$101.34,$105.05,$100.50
03/29/2023,$99.92,53695030,$97.59,$101.33,$96.28
03/28/2023,$98.40,118875200,$95.35,$99.51,$92.06
03/27/2023,$86.12,18258300,$87.13,$88.22,$85.50
03/24/2023,$86.90,20349650,$85.87,$88.11,$85.63
03/23/2023,$86.52,26861430,$87.68,$88.38,$85.26
03/22/2023,$83.65,21204670,$84.84,$85.39,$83.51
03/21/2023,$83.70,16529400,$82.46,$84.0875,$82.00
03/20/2023,$81.00,19536500,$80.15,$81.90,$79.48
03/17/2023,$81.67,23711140,$84.00,$84.16,$80.62
03/16/2023,$82.22,22922970,$81.46,$82.48,$80.66
03/15/2023,$81.51,21025310,$81.55,$82.54,$80.15
03/14/2023,$83.85,20126120,$82.86,$83.91,$82.1601
03/13/2023,$82.90,17848340,$83.01,$83.755,$81.97
03/10/2023,$82.96,18123070,$82.64,$84.52,$82.33
03/09/2023,$83.37,24327740,$85.12,$85.69,$82.875
03/08/2023,$86.95,14721540,$87.39,$87.77,$86.45
03/07/2023,$88.73,14514660,$89.52,$90.05,$88.20
03/06/2023,$89.62,16983870,$89.585,$91.3001,$88.03
03/03/2023,$89.70,25834350,$90.11,$90.46,$88.40
03/02/2023,$89.75,25691770,$88.96,$90.919,$87.97
03/01/2023,$89.95,35434900,$92.92,$92.92,$89.73
02/28/2023,$87.79,24597160,$88.46,$89.34,$87.27
02/27/2023,$89.25,25840000,$90.85,$91.24,$88.895
02/24/2023,$89.00,36174520,$90.07,$91.68,$88.03
02/23/2023,$94.16,40482950,$100.10,$100.47,$92.13
02/22/2023,$94.78,24484020,$95.575,$95.89,$93.5546
02/21/2023,$95.10,27172730,$96.50,$97.625,$94.70
02/17/2023,$100.01,18121640,$101.00,$101.09,$99.25
02/16/2023,$103.11,21747090,$102.71,$104.52,$102.03
02/15/2023,$103.08,18910240,$102.39,$103.44,$102.00
02/14/2023,$104.22,12978400,$103.55,$104.48,$101.85
02/13/2023,$104.79,17577830,$105.99,$106.35,$104.15
02/10/2023,$103.65,18776040,$105.80,$106.64,$102.79
02/09/2023,$108.46,16281300,$108.50,$109.81,$107.75
02/08/2023,$105.11,14329490,$107.10,$107.14,$103.55
02/07/2023,$105.50,16861660,$106.84,$107.35,$103.72
02/06/2023,$105.45,15337480,$103.82,$106.28,$103.22
02/03/2023,$106.33,15982160,$108.05,$109.5299,$105.81
02/02/2023,$109.74,23396930,$112.50,$112.525,$107.81
02/01/2023,$112.82,16623000,$111.86,$113.95,$110.15
01/31/2023,$110.20,15329980,$109.42,$112.08,$108.81
01/30/2023,$111.20,21918220,$111.69,$113.15,$109.78
01/27/2023,$118.38,18027370,$119.69,$119.71,$116.81
01/26/2023,$120.57,11170980,$121.00,$121.30,$118.762
01/25/2023,$120.25,9704954,$118.51,$120.32,$117.50
01/24/2023,$119.44,7807114,$115.00,$120.00,$115.00
01/23/2023,$119.53,13590220,$120.00,$120.30,$118.1372
01/20/2023,$119.86,18342690,$118.302,$120.06,$117.80
01/19/2023,$116.58,18489930,$114.02,$117.00,$113.97
01/18/2023,$113.22,15347920,$116.75,$116.75,$113.04
01/17/2023,$115.19,16945560,$115.52,$117.01,$114.34
01/13/2023,$117.01,25615110,$114.52,$117.98,$114.09
01/12/2023,$113.15,16590600,$113.66,$113.79,$111.45
01/11/2023,$115.02,22804410,$114.60,$115.2099,$112.31
01/10/2023,$114.88,33478580,$112.97,$115.48,$111.21
01/09/2023,$110.83,42085270,$111.99,$113.11,$108.12
01/06/2023,$107.40,21072360,$104.11,$108.00,$102.46
01/05/2023,$104.58,30400380,$101.40,$105.70,$100.6401
01/04/2023,$103.92,53291750,$98.85,$104.52,$96.97
01/03/2023,$91.98,27891040,$91.11,$94.45,$90.75
12/30/2022,$88.09,11926710,$87.45,$89.41,$87.4101
12/29/2022,$89.13,12535410,$87.625,$89.52,$87.06
12/28/2022,$87.20,16268790,$88.98,$90.15,$86.4647
12/27/2022,$89.86,22959940,$86.55,$90.6893,$86.21
12/23/2022,$85.65,17949300,$87.85,$88.65,$85.5201
12/22/2022,$87.97,16004790,$89.08,$89.69,$86.67
12/21/2022,$87.81,18212850,$86.01,$88.3869,$85.46
12/20/2022,$85.92,15315430,$85.04,$87.20,$85.04
12/19/2022,$87.16,20737010,$89.75,$89.78,$86.5005
12/16/2022,$86.79,25084560,$88.80,$90.57,$86.61
12/15/2022,$86.21,30419400,$93.09,$94.08,$86.05
12/14/2022,$90.91,15575490,$91.06,$91.265,$89.50
