,exchange,symbol,timestamp_ms,datetime_utc,datetime,open,high,low,close,volume,pct_chg_on_close,year,month,day,hour,minute,dayofweek,week_of_month,apac_trading_hr,emea_trading_hr,amer_trading_hr,apac_session_high,emea_session_high,amer_session_high,apac_session_low,emea_session_low,amer_session_low,apac_session_open,apac_session_close,emea_session_open,emea_session_close,amer_session_open,amer_session_close
10,OKX,BTC/USDT:USDT,1704074400000,2024-01-01 02:00:00+00:00,2024-01-01 10:00:00,42630.0,42659.9,42521.6,42603.4,2237.66,-0.0006239737274219559,2024,1,1,10,0,0,0,True,False,False,42805.1,42723.1,42742.9,42080.0,42442.3,42442.3,42565.4,,42469.9,42609.8,42469.9,42528.4
11,OKX,BTC/USDT:USDT,1704078000000,2024-01-01 03:00:00+00:00,2024-01-01 11:00:00,42603.4,42617.0,42222.0,42351.1,4007.38,-0.005922062558387453,2024,1,1,11,0,0,0,True,False,False,42805.1,42723.1,42742.9,42080.0,42442.3,42442.3,42565.4,,42469.9,42609.8,42469.9,42528.4
12,OKX,BTC/USDT:USDT,1704081600000,2024-01-01 04:00:00+00:00,2024-01-01 12:00:00,42351.0,42415.0,42222.0,42413.8,2529.82,0.0014804810264670287,2024,1,1,12,0,0,0,True,False,False,42805.1,42723.1,42742.9,42080.0,42442.3,42442.3,42565.4,,42469.9,42609.8,42469.9,42528.4
13,OKX,BTC/USDT:USDT,1704085200000,2024-01-01 05:00:00+00:00,2024-01-01 13:00:00,42413.8,42417.2,42182.0,42254.9,1916.13,-0.003746422155053386,2024,1,1,13,0,0,0,True,False,False,42805.1,,42742.9,42080.0,,42473.9,42565.4,,42469.9,42609.8,42469.9,42528.4
14,OKX,BTC/USDT:USDT,1704088800000,2024-01-01 06:00:00+00:00,2024-01-01 14:00:00,42254.9,42438.0,42222.3,42401.0,1669.55,0.003457587167405407,2024,1,1,14,0,0,0,True,False,False,42805.1,,42742.9,42080.0,,42511.1,42565.4,,42469.9,42609.8,42469.9,42528.4
15,OKX,BTC/USDT:USDT,1704092400000,2024-01-01 07:00:00+00:00,2024-01-01 15:00:00,42401.0,42516.6,42401.0,42507.9,2250.07,0.0025211669536095993,2024,1,1,15,0,0,0,True,False,False,42805.1,,42705.0,42080.0,,42511.1,42565.4,,42469.9,42609.8,42469.9,42528.4
16,OKX,BTC/USDT:USDT,1704096000000,2024-01-01 08:00:00+00:00,2024-01-01 16:00:00,42508.0,42576.0,42469.9,42569.5,2038.75,0.0014491423947078363,2024,1,1,16,0,0,0,True,True,False,42805.1,,42693.0,42080.0,,42511.1,42565.4,,42508.0,,42469.9,42528.4
17,OKX,BTC/USDT:USDT,1704099600000,2024-01-01 09:00:00+00:00,2024-01-01 17:00:00,42569.5,42711.8,42545.0,42667.9,2976.84,0.0023115141122165284,2024,1,1,17,0,0,0,True,True,False,42805.1,42576.0,42690.1,42080.0,42469.9,42528.4,42565.4,42667.9,42508.0,,42469.9,42528.4
18,OKX,BTC/USDT:USDT,1704103200000,2024-01-01 10:00:00+00:00,2024-01-01 18:00:00,42667.9,42773.7,42640.1,42708.6,2926.56,0.0009538786769445196,2024,1,1,18,0,0,0,False,True,False,42805.1,42711.8,,42080.0,42469.9,,42565.4,42667.9,42508.0,,42469.9,42528.4
19,OKX,BTC/USDT:USDT,1704106800000,2024-01-01 11:00:00+00:00,2024-01-01 19:00:00,42708.6,42787.3,42617.0,42709.7,2468.44,2.5755936743365737e-05,2024,1,1,19,0,0,0,False,True,False,42805.1,42773.7,,42080.4,42469.9,,42565.4,42667.9,42508.0,,42469.9,42528.4
20,OKX,BTC/USDT:USDT,1704110400000,2024-01-01 12:00:00+00:00,2024-01-01 20:00:00,42709.6,42798.5,42625.8,42658.9,3110.74,-0.0011894253530227994,2024,1,1,20,0,0,0,False,True,False,42805.1,42787.3,,42182.0,42469.9,,42565.4,42667.9,42508.0,,42469.9,42528.4
21,OKX,BTC/USDT:USDT,1704114000000,2024-01-01 13:00:00+00:00,2024-01-01 21:00:00,42658.9,42769.0,42615.0,42733.9,1883.75,0.0017581325350630728,2024,1,1,21,0,0,0,False,True,False,42805.1,42798.5,,42182.0,42469.9,,42565.4,42667.9,42508.0,,42469.9,42528.4
22,OKX,BTC/USDT:USDT,1704117600000,2024-01-01 14:00:00+00:00,2024-01-01 22:00:00,42732.1,42738.0,42585.8,42624.5,2808.66,-0.002560028455160901,2024,1,1,22,0,0,0,False,True,True,42711.8,42798.5,,42182.0,42469.9,,42565.4,42667.9,42508.0,,42732.1,
23,OKX,BTC/USDT:USDT,1704121200000,2024-01-01 15:00:00+00:00,2024-01-01 23:00:00,42624.5,42869.7,42590.1,42799.8,4629.31,0.004112658212999554,2024,1,1,23,0,0,0,False,True,True,42711.8,42798.5,42738.0,42182.0,42469.9,42585.8,42565.4,42667.9,42508.0,,42732.1,
24,OKX,BTC/USDT:USDT,1704124800000,2024-01-01 16:00:00+00:00,2024-01-02 00:00:00,42800.0,42883.0,42675.0,42741.3,2515.36,-0.0013668288169570442,2024,1,2,0,0,1,0,False,True,True,42711.8,42869.7,42869.7,42182.0,42469.9,42585.8,42565.4,42667.9,42508.0,42741.3,42732.1,
25,OKX,BTC/USDT:USDT,1704128400000,2024-01-01 17:00:00+00:00,2024-01-02 01:00:00,42741.2,42838.0,42714.1,42822.0,1693.05,0.0018881035438791383,2024,1,2,1,0,1,0,False,False,True,42711.8,42883.0,42883.0,42182.0,42469.9,42585.8,42565.4,42667.9,42508.0,42741.3,42732.1,
26,OKX,BTC/USDT:USDT,1704132000000,2024-01-01 18:00:00+00:00,2024-01-02 02:00:00,42822.0,43250.0,42822.0,43126.0,7806.04,0.007099154640138217,2024,1,2,2,0,1,0,False,False,True,42711.8,42883.0,42883.0,42222.3,42469.9,42585.8,42565.4,42667.9,42508.0,42741.3,42732.1,
27,OKX,BTC/USDT:USDT,1704135600000,2024-01-01 19:00:00+00:00,2024-01-02 03:00:00,43125.9,43578.3,43114.4,43542.8,6202.08,0.009664703427167076,2024,1,2,3,0,1,0,False,False,True,42711.8,42883.0,43250.0,42401.0,42469.9,42585.8,42565.4,42667.9,42508.0,42741.3,42732.1,
28,OKX,BTC/USDT:USDT,1704139200000,2024-01-01 20:00:00+00:00,2024-01-02 04:00:00,43542.9,43888.7,43533.4,43724.1,6828.91,0.00416371937495974,2024,1,2,4,0,1,0,False,False,True,42711.8,42883.0,43578.3,42469.9,42469.9,42585.8,42565.4,42667.9,42508.0,42741.3,42732.1,
29,OKX,BTC/USDT:USDT,1704142800000,2024-01-01 21:00:00+00:00,2024-01-02 05:00:00,43724.0,43827.0,43514.3,43659.6,3798.02,-0.0014751590084186583,2024,1,2,5,0,1,0,True,False,True,42711.8,42883.0,43888.7,42545.0,42545.0,42585.8,43724.0,,42508.0,42741.3,42732.1,43659.6
30,OKX,BTC/USDT:USDT,1704146400000,2024-01-01 22:00:00+00:00,2024-01-02 06:00:00,43659.5,43700.0,43390.0,43562.6,2433.17,-0.0022217335935280635,2024,1,2,6,0,1,0,True,False,False,43827.0,42883.0,43888.7,43514.3,42585.8,42585.8,43724.0,,42508.0,42741.3,42732.1,43659.6
31,OKX,BTC/USDT:USDT,1704150000000,2024-01-01 23:00:00+00:00,2024-01-02 07:00:00,43562.6,44254.9,43562.6,44220.0,10240.74,0.015090926620541456,2024,1,2,7,0,1,0,True,False,False,43827.0,42883.0,43888.7,43390.0,42585.8,42585.8,43724.0,,42508.0,42741.3,42732.1,43659.6
32,OKX,BTC/USDT:USDT,1704153600000,2024-01-02 00:00:00+00:00,2024-01-02 08:00:00,44220.1,45357.3,44191.4,45161.2,23475.41,0.02128448665762095,2024,1,2,8,0,1,0,True,False,False,44254.9,42883.0,43888.7,43390.0,42585.8,42585.8,43724.0,,42508.0,42741.3,42732.1,43659.6
33,OKX,BTC/USDT:USDT,1704157200000,2024-01-02 01:00:00+00:00,2024-01-02 09:00:00,45161.1,45462.0,44731.7,44914.1,13381.71,-0.0054715109430218956,2024,1,2,9,0,1,0,True,False,False,45357.3,42883.0,43888.7,43390.0,42585.8,42585.8,43724.0,,42508.0,42741.3,42732.1,43659.6
34,OKX,BTC/USDT:USDT,1704160800000,2024-01-02 02:00:00+00:00,2024-01-02 10:00:00,44914.0,45395.0,44914.0,45388.3,7808.69,0.010557931696282497,2024,1,2,10,0,1,0,True,False,False,45462.0,42883.0,43888.7,43390.0,42585.8,42585.8,43724.0,,42508.0,42741.3,42732.1,43659.6
35,OKX,BTC/USDT:USDT,1704164400000,2024-01-02 03:00:00+00:00,2024-01-02 11:00:00,45388.3,45520.0,45134.4,45397.4,8682.34,0.00020049219732842793,2024,1,2,11,0,1,0,True,False,False,45462.0,42883.0,43888.7,43390.0,42590.1,42590.1,43724.0,,42508.0,42741.3,42732.1,43659.6
36,OKX,BTC/USDT:USDT,1704168000000,2024-01-02 04:00:00+00:00,2024-01-02 12:00:00,45397.4,45448.0,45162.6,45177.8,5786.04,-0.004837281430214002,2024,1,2,12,0,1,0,True,False,False,45520.0,42883.0,43888.7,43390.0,42675.0,42675.0,43724.0,,42508.0,42741.3,42732.1,43659.6
37,OKX,BTC/USDT:USDT,1704171600000,2024-01-02 05:00:00+00:00,2024-01-02 13:00:00,45177.7,45336.0,45124.0,45188.1,4472.25,0.0002279880826423497,2024,1,2,13,0,1,0,True,False,False,45520.0,,43888.7,43390.0,,42714.1,43724.0,,42508.0,42741.3,42732.1,43659.6
38,OKX,BTC/USDT:USDT,1704175200000,2024-01-02 06:00:00+00:00,2024-01-02 14:00:00,45188.0,45317.4,45135.1,45177.1,2934.49,-0.0002434269199191874,2024,1,2,14,0,1,0,True,False,False,45520.0,,43888.7,43390.0,,42822.0,43724.0,,42508.0,42741.3,42732.1,43659.6
39,OKX,BTC/USDT:USDT,1704178800000,2024-01-02 07:00:00+00:00,2024-01-02 15:00:00,45177.0,45796.7,45177.0,45458.9,11582.02,0.006237673511580111,2024,1,2,15,0,1,0,True,False,False,45520.0,,43888.7,43390.0,,43114.4,43724.0,,42508.0,42741.3,42732.1,43659.6
40,OKX,BTC/USDT:USDT,1704182400000,2024-01-02 08:00:00+00:00,2024-01-02 16:00:00,45459.0,45882.0,45336.3,45779.9,12157.03,0.007061323525206387,2024,1,2,16,0,1,0,True,True,False,45796.7,,43888.7,43390.0,,43514.3,43724.0,,45459.0,,42732.1,43659.6
41,OKX,BTC/USDT:USDT,1704186000000,2024-01-02 09:00:00+00:00,2024-01-02 17:00:00,45779.9,45900.0,45651.1,45700.1,6977.45,-0.0017431230736634218,2024,1,2,17,0,1,0,True,True,False,45882.0,45882.0,43827.0,43390.0,45336.3,43514.3,43724.0,45700.1,45459.0,,42732.1,43659.6
42,OKX,BTC/USDT:USDT,1704189600000,2024-01-02 10:00:00+00:00,2024-01-02 18:00:00,45700.0,45750.0,45470.1,45631.9,6037.54,-0.0014923380911638917,2024,1,2,18,0,1,0,False,True,False,45900.0,45900.0,,43390.0,45336.3,,43724.0,45700.1,45459.0,,42732.1,43659.6
43,OKX,BTC/USDT:USDT,1704193200000,2024-01-02 11:00:00+00:00,2024-01-02 19:00:00,45631.9,45739.1,45239.7,45474.0,7406.86,-0.003460298606895673,2024,1,2,19,0,1,0,False,True,False,45900.0,45900.0,,43562.6,45336.3,,43724.0,45700.1,45459.0,,42732.1,43659.6
44,OKX,BTC/USDT:USDT,1704196800000,2024-01-02 12:00:00+00:00,2024-01-02 20:00:00,45474.0,45637.2,45309.3,45339.9,5835.88,-0.002948937854598155,2024,1,2,20,0,1,0,False,True,False,45900.0,45900.0,,44191.4,45239.7,,43724.0,45700.1,45459.0,,42732.1,43659.6
45,OKX,BTC/USDT:USDT,1704200400000,2024-01-02 13:00:00+00:00,2024-01-02 21:00:00,45339.8,45750.0,45306.0,45672.5,6550.12,0.00733570210785639,2024,1,2,21,0,1,0,False,True,False,45900.0,45900.0,,44731.7,45239.7,,43724.0,45700.1,45459.0,,42732.1,43659.6
46,OKX,BTC/USDT:USDT,1704204000000,2024-01-02 14:00:00+00:00,2024-01-02 22:00:00,45672.4,45842.6,45011.0,45274.8,15151.76,-0.008707646833433613,2024,1,2,22,0,1,0,False,True,True,45900.0,45900.0,,44914.0,45239.7,,43724.0,45700.1,45459.0,,45672.4,
47,OKX,BTC/USDT:USDT,1704207600000,2024-01-02 15:00:00+00:00,2024-01-02 23:00:00,45274.8,45345.7,44855.0,45195.7,15206.92,-0.0017471087669079788,2024,1,2,23,0,1,0,False,True,True,45900.0,45900.0,45842.6,45124.0,45011.0,45011.0,43724.0,45700.1,45459.0,,45672.4,
48,OKX,BTC/USDT:USDT,1704211200000,2024-01-02 16:00:00+00:00,2024-01-03 00:00:00,45195.7,45421.8,44900.0,45372.0,10115.49,0.0039008135729727833,2024,1,3,0,0,2,0,False,True,True,45900.0,45900.0,45842.6,45124.0,44855.0,44855.0,43724.0,45700.1,45459.0,45372.0,45672.4,
49,OKX,BTC/USDT:USDT,1704214800000,2024-01-02 17:00:00+00:00,2024-01-03 01:00:00,45372.0,45393.9,44951.0,44967.9,5579.19,-0.008906373975138826,2024,1,3,1,0,2,0,False,False,True,45900.0,45900.0,45842.6,45124.0,44855.0,44855.0,43724.0,45700.1,45459.0,45372.0,45672.4,
50,OKX,BTC/USDT:USDT,1704218400000,2024-01-02 18:00:00+00:00,2024-01-03 02:00:00,44967.8,45269.8,44935.9,45152.6,4201.37,0.004107374371496109,2024,1,3,2,0,2,0,False,False,True,45900.0,45900.0,45842.6,45135.1,44855.0,44855.0,43724.0,45700.1,45459.0,45372.0,45672.4,
51,OKX,BTC/USDT:USDT,1704222000000,2024-01-02 19:00:00+00:00,2024-01-03 03:00:00,45152.6,45248.4,44777.0,45034.2,6205.81,-0.002622218875546478,2024,1,3,3,0,2,0,False,False,True,45900.0,45900.0,45842.6,45177.0,44855.0,44855.0,43724.0,45700.1,45459.0,45372.0,45672.4,
52,OKX,BTC/USDT:USDT,1704225600000,2024-01-02 20:00:00+00:00,2024-01-03 04:00:00,45034.3,45180.0,44724.5,44790.6,5871.32,-0.0054092223243668025,2024,1,3,4,0,2,0,False,False,True,45900.0,45900.0,45842.6,45336.3,44855.0,44777.0,43724.0,45700.1,45459.0,45372.0,45672.4,
53,OKX,BTC/USDT:USDT,1704229200000,2024-01-02 21:00:00+00:00,2024-01-03 05:00:00,44790.6,45128.7,44605.9,45126.3,6958.46,0.0074948761570508005,2024,1,3,5,0,2,0,True,False,True,45900.0,45900.0,45842.6,45651.1,44855.0,44724.5,44790.6,,45459.0,45372.0,45672.4,45126.3
54,OKX,BTC/USDT:USDT,1704232800000,2024-01-02 22:00:00+00:00,2024-01-03 06:00:00,45126.4,45296.7,44850.3,44984.2,3812.57,-0.0031489397535363617,2024,1,3,6,0,2,0,True,False,False,45128.7,45842.6,45842.6,44605.9,44855.0,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
55,OKX,BTC/USDT:USDT,1704236400000,2024-01-02 23:00:00+00:00,2024-01-03 07:00:00,44984.1,45061.2,44801.0,44956.9,3007.89,-0.0006068797488895106,2024,1,3,7,0,2,0,True,False,False,45296.7,45842.6,45842.6,44605.9,44855.0,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
56,OKX,BTC/USDT:USDT,1704240000000,2024-01-03 00:00:00+00:00,2024-01-03 08:00:00,44956.9,45228.4,44878.2,45152.1,4324.14,0.004341936387962653,2024,1,3,8,0,2,0,True,False,False,45296.7,45842.6,45842.6,44605.9,44855.0,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
57,OKX,BTC/USDT:USDT,1704243600000,2024-01-03 01:00:00+00:00,2024-01-03 09:00:00,45152.1,45354.5,45119.2,45332.5,3270.46,0.003995384489315024,2024,1,3,9,0,2,0,True,False,False,45296.7,45842.6,45842.6,44605.9,44855.0,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
58,OKX,BTC/USDT:USDT,1704247200000,2024-01-03 02:00:00+00:00,2024-01-03 10:00:00,45332.6,45440.3,45236.9,45293.9,3494.44,-0.0008514862405558654,2024,1,3,10,0,2,0,True,False,False,45354.5,45842.6,45842.6,44605.9,44855.0,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
59,OKX,BTC/USDT:USDT,1704250800000,2024-01-03 03:00:00+00:00,2024-01-03 11:00:00,45294.0,45333.1,45163.1,45277.4,1954.92,-0.0003642874647579175,2024,1,3,11,0,2,0,True,False,False,45440.3,45421.8,45421.8,44605.9,44855.0,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
60,OKX,BTC/USDT:USDT,1704254400000,2024-01-03 04:00:00+00:00,2024-01-03 12:00:00,45277.5,45290.3,45133.4,45199.9,2083.08,-0.0017116707231422668,2024,1,3,12,0,2,0,True,False,False,45440.3,45421.8,45421.8,44605.9,44900.0,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
61,OKX,BTC/USDT:USDT,1704258000000,2024-01-03 05:00:00+00:00,2024-01-03 13:00:00,45200.0,45313.4,45120.0,45183.1,2441.61,-0.00037168223823513813,2024,1,3,13,0,2,0,True,False,False,45440.3,,45393.9,44605.9,,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
62,OKX,BTC/USDT:USDT,1704261600000,2024-01-03 06:00:00+00:00,2024-01-03 14:00:00,45183.1,45379.6,45161.3,45339.2,2369.03,0.0034548315631286464,2024,1,3,14,0,2,0,True,False,False,45440.3,,45269.8,44605.9,,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
63,OKX,BTC/USDT:USDT,1704265200000,2024-01-03 07:00:00+00:00,2024-01-03 15:00:00,45339.2,45399.3,44940.6,45014.0,5597.42,-0.007172601192786732,2024,1,3,15,0,2,0,True,False,False,45440.3,,45248.4,44605.9,,44605.9,44790.6,,45459.0,45372.0,45672.4,45126.3
64,OKX,BTC/USDT:USDT,1704268800000,2024-01-03 08:00:00+00:00,2024-01-03 16:00:00,45011.0,45214.4,45002.5,45200.1,3815.83,0.004134269338428087,2024,1,3,16,0,2,0,True,True,False,45440.3,,45180.0,44605.9,,44605.9,44790.6,,45011.0,,45672.4,45126.3
65,OKX,BTC/USDT:USDT,1704272400000,2024-01-03 09:00:00+00:00,2024-01-03 17:00:00,45200.1,45535.5,45181.5,45348.3,6256.16,0.00327875380806697,2024,1,3,17,0,2,0,True,True,False,45440.3,45214.4,45128.7,44605.9,45002.5,44605.9,44790.6,45348.3,45011.0,,45672.4,45126.3
66,OKX,BTC/USDT:USDT,1704276000000,2024-01-03 10:00:00+00:00,2024-01-03 18:00:00,45348.4,45391.3,45038.5,45145.8,5260.98,-0.004465437513644366,2024,1,3,18,0,2,0,False,True,False,45535.5,45535.5,,44801.0,45002.5,,44790.6,45348.3,45011.0,,45672.4,45126.3
67,OKX,BTC/USDT:USDT,1704279600000,2024-01-03 11:00:00+00:00,2024-01-03 19:00:00,45145.7,45175.2,43400.0,43703.4,40176.48,-0.031949815929721015,2024,1,3,19,0,2,0,False,True,False,45535.5,45535.5,,44801.0,45002.5,,44790.6,45348.3,45011.0,,45672.4,45126.3
68,OKX,BTC/USDT:USDT,1704283200000,2024-01-03 12:00:00+00:00,2024-01-03 20:00:00,43705.2,43722.0,40183.9,42757.9,89888.23,-0.02163447237514704,2024,1,3,20,0,2,0,False,True,False,45535.5,45535.5,,44878.2,43400.0,,44790.6,45348.3,45011.0,,45672.4,45126.3
69,OKX,BTC/USDT:USDT,1704286800000,2024-01-03 13:00:00+00:00,2024-01-03 21:00:00,42754.8,42777.7,42280.1,42520.0,13423.54,-0.0055638841009497675,2024,1,3,21,0,2,0,False,True,False,45535.5,45535.5,,44940.6,40183.9,,44790.6,45348.3,45011.0,,45672.4,45126.3
70,OKX,BTC/USDT:USDT,1704290400000,2024-01-03 14:00:00+00:00,2024-01-03 22:00:00,42519.9,42520.0,42034.1,42174.0,9655.08,-0.008137347130761974,2024,1,3,22,0,2,0,False,True,True,45535.5,45535.5,,44940.6,40183.9,,44790.6,45348.3,45011.0,,42519.9,
71,OKX,BTC/USDT:USDT,1704294000000,2024-01-03 15:00:00+00:00,2024-01-03 23:00:00,42173.9,42997.0,42164.7,42973.8,11746.3,0.018964290795276728,2024,1,3,23,0,2,0,False,True,True,45535.5,45535.5,42520.0,44940.6,40183.9,42034.1,44790.6,45348.3,45011.0,,42519.9,
72,OKX,BTC/USDT:USDT,1704297600000,2024-01-03 16:00:00+00:00,2024-01-04 00:00:00,42976.9,43585.0,42756.0,42998.1,21011.49,0.0005654608156597796,2024,1,4,0,0,3,0,False,True,True,45535.5,45535.5,42997.0,44940.6,40183.9,42034.1,44790.6,45348.3,45011.0,42998.1,42519.9,
73,OKX,BTC/USDT:USDT,1704301200000,2024-01-03 17:00:00+00:00,2024-01-04 01:00:00,42999.9,43038.5,42529.8,42903.1,7964.28,-0.002209399950230395,2024,1,4,1,0,3,0,False,False,True,45535.5,45535.5,43585.0,44940.6,40183.9,42034.1,44790.6,45348.3,45011.0,42998.1,42519.9,
74,OKX,BTC/USDT:USDT,1704304800000,2024-01-03 18:00:00+00:00,2024-01-04 02:00:00,42903.1,43060.2,41700.0,42250.7,13219.92,-0.01520636037955303,2024,1,4,2,0,3,0,False,False,True,45535.5,45535.5,43585.0,44940.6,40183.9,42034.1,44790.6,45348.3,45011.0,42998.1,42519.9,
75,OKX,BTC/USDT:USDT,1704308400000,2024-01-03 19:00:00+00:00,2024-01-04 03:00:00,42250.7,43039.4,42144.5,42598.0,11265.3,0.008219982154141992,2024,1,4,3,0,3,0,False,False,True,45535.5,45535.5,43585.0,44940.6,40183.9,41700.0,44790.6,45348.3,45011.0,42998.1,42519.9,
76,OKX,BTC/USDT:USDT,1704312000000,2024-01-03 20:00:00+00:00,2024-01-04 04:00:00,42594.0,42851.0,42520.9,42723.0,3999.02,0.0029344100662003214,2024,1,4,4,0,3,0,False,False,True,45535.5,45535.5,43585.0,45002.5,40183.9,41700.0,44790.6,45348.3,45011.0,42998.1,42519.9,
77,OKX,BTC/USDT:USDT,1704315600000,2024-01-03 21:00:00+00:00,2024-01-04 05:00:00,42723.0,42973.4,42574.0,42932.7,4165.34,0.004908363176743036,2024,1,4,5,0,3,0,True,False,True,45535.5,45535.5,43585.0,45181.5,40183.9,41700.0,42723.0,,45011.0,42998.1,42519.9,42932.7
78,OKX,BTC/USDT:USDT,1704319200000,2024-01-03 22:00:00+00:00,2024-01-04 06:00:00,42932.7,42947.0,42600.0,42755.9,2654.37,-0.004118073170333969,2024,1,4,6,0,3,0,True,False,False,42973.4,45391.3,43585.0,42574.0,40183.9,41700.0,42723.0,,45011.0,42998.1,42519.9,42932.7
79,OKX,BTC/USDT:USDT,1704322800000,2024-01-03 23:00:00+00:00,2024-01-04 07:00:00,42755.9,42863.3,42584.1,42851.0,2050.27,0.002224254430382766,2024,1,4,7,0,3,0,True,False,False,42973.4,45175.2,43585.0,42574.0,40183.9,41700.0,42723.0,,45011.0,42998.1,42519.9,42932.7
80,OKX,BTC/USDT:USDT,1704326400000,2024-01-04 00:00:00+00:00,2024-01-04 08:00:00,42851.0,42992.4,42752.0,42873.6,3339.73,0.0005274089286131378,2024,1,4,8,0,3,0,True,False,False,42973.4,43722.0,43585.0,42574.0,40183.9,41700.0,42723.0,,45011.0,42998.1,42519.9,42932.7
81,OKX,BTC/USDT:USDT,1704330000000,2024-01-04 01:00:00+00:00,2024-01-04 09:00:00,42873.6,42932.5,42603.9,42704.1,3659.01,-0.003953481862964625,2024,1,4,9,0,3,0,True,False,False,42992.4,43585.0,43585.0,42574.0,42034.1,41700.0,42723.0,,45011.0,42998.1,42519.9,42932.7
82,OKX,BTC/USDT:USDT,1704333600000,2024-01-04 02:00:00+00:00,2024-01-04 10:00:00,42704.0,43239.8,42688.1,43143.3,5701.38,0.010284726759257401,2024,1,4,10,0,3,0,True,False,False,42992.4,43585.0,43585.0,42574.0,42034.1,41700.0,42723.0,,45011.0,42998.1,42519.9,42932.7
83,OKX,BTC/USDT:USDT,1704337200000,2024-01-04 03:00:00+00:00,2024-01-04 11:00:00,43143.3,43219.1,43003.8,43105.0,3403.02,-0.0008877392318159538,2024,1,4,11,0,3,0,True,False,False,43239.8,43585.0,43585.0,42574.0,42164.7,41700.0,42723.0,,45011.0,42998.1,42519.9,42932.7
